"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5","dispose: unsubscribe + timer cancel","test/src/features/home/logic/event_realtime_provider_test.dart","2026-04-01","passed","2026-04-01","","eventRealtimeProvider","",""
"","45","(setUpAll)","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","91","returns empty list when user is not logged in","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","2","parses string map with success=True (capitalized)","test/src/features/iamport/data/model/iamport_result_model_test.dart","2026-04-01","passed","2026-04-01","fromMap","IamportResultModel","",""
"","2","born 1 year ago returns 2","test/src/utils/age_util_test.dart","2026-04-01","passed","2026-04-01","calculateKoreanAge","AgeUtil","",""
"","9","completes successfully","test/src/data/repositories/auth_repository_test.dart","2026-04-01","passed","2026-04-01","signOut","AuthRepository","",""
"","37","renders with different colors","test/src/ui/widgets/common/minglit_badge_test.dart","2026-04-01","passed","2026-04-01","","MinglitBadge","",""
"","3","throws on error","test/src/data/repositories/event_repository_test.dart","2026-04-01","passed","2026-04-01","getClosingSoonEvents","EventRepository","",""
"","4","calls partner-approve-application EF with bulk_approve action","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","bulkApproveApplications","EventRepository Commands","",""
"","26","renders subtitle when provided","test/src/ui/widgets/common/minglit_error_state_test.dart","2026-04-01","passed","2026-04-01","","MinglitErrorState","",""
"","25","renders highlighted border when highlighted is true","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","9","markAllAsRead calls repository and refreshes","test/src/features/notification/notification_list_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationListController","",""
"","2","같은 우선순위 내 시작 시간 빠른 순 정렬","test/src/features/home/widgets/event_now_multi_stack_test.dart","2026-04-01","passed","2026-04-01","","sortActiveEvents — 정렬 로직","",""
"","30","(setUpAll)","test/src/features/payment/ui/purchase_history_screen_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","3","결제 후 3시간 + 이벤트 12시간 전 → 환불 불가","test/minglit_kit_test.dart","2026-04-01","passed","2026-04-01","","RefundCalculator","",""
"","4","returns empty when user not authenticated","test/src/data/repositories/matching_repository_test.dart","2026-04-01","passed","2026-04-01","getMatchingCandidates","MatchingRepository","",""
"","3","returns free order result","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","createOrderViaEF","EventRepository Commands","",""
"","614","renders 결제대기 for pending status","test/src/common/widgets/status_badge_test.dart","2026-04-01","passed","2026-04-01","","StatusBadge","",""
"","2","from이 /signup/consent로 시작하면 홈(/)으로 이동한다","test/src/features/consent/logic/consent_coordinator_test.dart","2026-04-01","passed","2026-04-01","","completeSignup","",""
"","6","eligibilityEnabled: false shows all events regardless of verification","test/src/features/explore/providers/explore_state_provider_test.dart","2026-04-01","passed","2026-04-01","","filteredEventsProvider — eligibility filter with verification check","",""
"","102","calls onPressed when tapped","test/ui/widgets/common/minglit_bottom_cta_test.dart","2026-04-01","passed","2026-04-01","single variant","MinglitBottomCTA","",""
"","6","toggleEligibility flips the flag","test/src/features/explore/providers/explore_filter_integration_test.dart","2026-04-01","passed","2026-04-01","","ActiveFilters provider","",""
"","86","widget builds without errors","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","BugReporterWrapper Widget Tests","",""
"","21","should fail verification with wrong payload","test/src/utils/ticket_crypto_test.dart","2026-04-01","passed","2026-04-01","","TicketCrypto","",""
"","9","serializes to JSON and back","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Party","",""
"","95","Phase 5: review CTA button is tappable","test/src/features/home/widgets/event_now_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","EventNowBottomSheet","",""
"","54","sends bug report via edge function","test/src/data/repositories/bug_report_repository_test.dart","2026-04-01","passed","2026-04-01","reportBug","BugReportRepository","",""
"","7","returns null when permission denied","test/services/location_service_test.dart","2026-04-01","passed","2026-04-01","","LocationService","",""
"","164","locked ticket → opacity + ""성비 조절 중"" badge","test/integration/flow_ticket_application_test.dart","2026-04-01","passed","2026-04-01","","TicketSelectionSheet","",""
"","4","returns empty list when no applications","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","getApplicationsByEventId","EventRepository Queries","",""
"","4","returns false for rejected application","test/src/data/repositories/event_repository_queries_test.dart","2026-04-01","passed","2026-04-01","checkApplicationStatus","EventRepository Queries","",""
"","4","throws on RPC error","test/src/data/repositories/event_repository_commands_test.dart","2026-04-01","passed","2026-04-01","applyEvent","EventRepository Commands","",""
"","3","returns null when event not found","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getEventInfo","SettlementRepository","",""
"","3","calls repository signOut","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","signOut","AuthController","",""
"","101","HomePage shows loading indicator before data resolves","test/widget_test.dart","2026-04-01","passed","2026-04-01","","","",""
"","14","saveSignupConsents invalidates hasRequiredConsents cache after success","test/src/features/consent/logic/consent_controller_test.dart","2026-04-01","passed","2026-04-01","","ConsentController","",""
"","7","throws on error","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationById","VerificationRepository","",""
"","113","empty state CTA navigates to home","test/src/features/my_tickets/ui/my_tickets_page_test.dart","2026-04-01","passed","2026-04-01","","MyTicketsPage","",""
"","96","calls onTap when tapped","test/src/ui/widgets/common/minglit_content_card_test.dart","2026-04-01","passed","2026-04-01","","MinglitContentCard","",""
"","88","build loads notifications from repository","test/src/features/notification/notification_list_controller_test.dart","2026-04-01","passed","2026-04-01","","NotificationListController","",""
"","50","displays hint text","test/src/ui/widgets/common/minglit_text_field_test.dart","2026-04-01","passed","2026-04-01","","MinglitTextField","",""
"","717","shows error message with retry button on feed load failure","test/src/features/home/home_page_test.dart","2026-04-01","passed","2026-04-01","","HomePage","",""
"","47","text renders TextButton","test/src/ui/widgets/common/minglit_button_test.dart","2026-04-01","passed","2026-04-01","","MinglitButton","",""
"","3","ENDED: events.status = completed","test/src/features/home/logic/event_now_bar_state_provider_test.dart","2026-04-01","passed","2026-04-01","","eventNowBarStateProvider — 6-state 상태 머신","",""
"","80","검색 결과 없음 → ""쿼리"" 검색 결과가 없습니다","test/integration/flow_search_curation_test.dart","2026-04-01","passed","2026-04-01","","SearchPage","",""
"","46","does not render FAB when disabled","test/ui/widgets/bug_reporter_wrapper_test.dart","2026-04-01","passed","2026-04-01","","BugReporterWrapper Widget Tests","",""
"","31","applies bold font weight when bold is true","test/src/ui/widgets/common/minglit_key_value_row_test.dart","2026-04-01","passed","2026-04-01","","MinglitKeyValueRow","",""
"","5","fetches payout info when payout_id is present","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementItemDetail","SettlementRepository","",""
"","56","returns all active partners","test/src/data/repositories/partner_repository_test.dart","2026-04-01","passed","2026-04-01","getPartners","PartnerRepository","",""
"","188","identityRequired 탭 → IdentityVerificationScreen 모달","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 탭 동작","",""
"","189","Buttons tab (7) shows ElevatedButton","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","283","Layout tab (6) shows MinglitSection","test/src/features/dev/design_catalog_page_test.dart","2026-04-01","passed","2026-04-01","","Widget sections render Minglit components","",""
"","177","identityRequired → ""본인인증 후 신청하기"" (enabled)","test/integration/flow_admission_status_test.dart","2026-04-01","passed","2026-04-01","","AdmissionStatus 버튼 렌더링 (8가지 상태)","",""
"","96","signOut calls repository signOut","test/src/features/auth/logic/auth_controller_test.dart","2026-04-01","passed","2026-04-01","","AuthController","",""
"","47","returns list of SettlementItemDetail","test/src/data/repositories/settlement_repository_test.dart","2026-04-01","passed","2026-04-01","getSettlementItems","SettlementRepository","",""
"","556","renders child widget","test/src/ui/widgets/common/minglit_bottom_sheet_test.dart","2026-04-01","passed","2026-04-01","","MinglitBottomSheet","",""
"","5","creates from JSON with minimal fields","test/src/data/models/party_test.dart","2026-04-01","passed","2026-04-01","","Location","",""
"","34","returns parsed Verification list for valid JSON","test/src/data/repositories/verification_query_repository_test.dart","2026-04-01","passed","2026-04-01","getVerificationsByIds","VerificationRepository","",""
